pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,gaia_gmag,st_teff,st_mass,st_rad,rowupdate,pl_facility
Kepler-364,b,Kepler-364 b,Transit,0,2,25.745718,0.178,,,,,0.138,,0,1,0,1,18h46m16.78s,281.569933,+47d23m55.3s,47.398697,941,13.66,Kepler-band,13.613,6108,,1.28,2014-05-14,Kepler
Kepler-364,c,Kepler-364 c,Transit,0,2,59.980627,0.312,,,,,0.192,,0,1,0,1,18h46m16.78s,281.569933,+47d23m55.3s,47.398697,941,13.66,Kepler-band,13.613,6108,,1.28,2014-05-14,Kepler
Kepler-365,b,Kepler-365 b,Transit,0,2,10.664903,0.098,,,,,0.182,,0,1,0,1,19h42m30.38s,295.626598,+49d07m49.6s,49.130436,950,14.651,Kepler-band,,6012,,1.05,2014-05-14,Kepler
Kepler-365,c,Kepler-365 c,Transit,0,2,17.784129,0.137,,,,,0.146,,0,1,0,1,19h42m30.38s,295.626598,+49d07m49.6s,49.130436,950,14.651,Kepler-band,,6012,,1.05,2014-05-14,Kepler
Kepler-366,b,Kepler-366 b,Transit,0,2,3.281959,0.045,,,,,0.13,,0,1,0,1,19h47m24.49s,296.852042,+49d05m04.0s,49.084446,1156,14.842,Kepler-band,14.79,6209,,1.05,2014-05-14,Kepler
Kepler-366,c,Kepler-366 c,Transit,0,2,12.51616,0.11,,,,,0.16,,0,1,0,1,19h47m24.49s,296.852042,+49d05m04.0s,49.084446,1156,14.842,Kepler-band,14.79,6209,,1.05,2014-05-14,Kepler
Kepler-367,b,Kepler-367 b,Transit,0,2,37.815724,0.201,,,,,0.116,,0,1,0,1,19h49m10.18s,297.292418,+49d58m53.9s,49.981632,198,12.879,Kepler-band,12.848,4710,,0.69,2014-05-14,Kepler
Kepler-367,c,Kepler-367 c,Transit,0,2,53.578637,0.253,,,,,0.107,,0,1,0,1,19h49m10.18s,297.292418,+49d58m53.9s,49.981632,198,12.879,Kepler-band,12.848,4710,,0.69,2014-05-14,Kepler
Kepler-368,b,Kepler-368 b,Transit,0,2,26.84768,0.186,,,,,0.291,,0,1,0,1,19h27m31.21s,291.880046,+45d23m16.6s,45.387936,488,12.848,Kepler-band,12.838,5502,,2.02,2014-05-14,Kepler
Kepler-368,c,Kepler-368 c,Transit,0,2,72.379334,0.36,,,,,0.346,,0,1,0,1,19h27m31.21s,291.880046,+45d23m16.6s,45.387936,488,12.848,Kepler-band,12.838,5502,,2.02,2014-05-14,Kepler
Kepler-369,b,Kepler-369 b,Transit,0,2,2.732756,0.03,,,,,0.101,,0,1,0,1,19h34m41.82s,293.674235,+47d54m30.5s,47.908467,214,15.673,Kepler-band,15.668,3591,,0.47,2014-05-14,Kepler
Kepler-369,c,Kepler-369 c,Transit,0,2,14.871572,0.094,,,,,0.126,,0,1,0,1,19h34m41.82s,293.674235,+47d54m30.5s,47.908467,214,15.673,Kepler-band,15.668,3591,,0.47,2014-05-14,Kepler
Kepler-37,b,Kepler-37 b,Transit,0,4,13.36731,,0,88.63,0.01,Mass,0.03,,0,1,0,0,18h56m14.32s,284.05966,+44d31m05.3s,44.518131,66,9.705,Kepler-band,9.55,5417,0.87,0.79,2018-04-26,Kepler
Kepler-37,c,Kepler-37 c,Transit,0,4,21.302,,,,0.03776,Mass,0.067,,0,1,0,1,18h56m14.32s,284.05966,+44d31m05.3s,44.518131,66,9.705,Kepler-band,9.55,5417,0.87,0.79,2016-10-27,Kepler
Kepler-37,d,Kepler-37 d,Transit,0,4,39.7922,,,,0.03839,Mass,0.173,,1,1,0,1,18h56m14.32s,284.05966,+44d31m05.3s,44.518131,66,9.705,Kepler-band,9.55,5417,0.87,0.79,2016-10-27,Kepler
Kepler-37,e,Kepler-37 e,Transit Timing Variations,0,4,51.196,,,,,,,,1,1,0,0,18h56m14.32s,284.05966,+44d31m05.3s,44.518131,66,9.705,Kepler-band,9.55,5417,0.87,0.79,2014-05-28,Kepler
Kepler-370,b,Kepler-370 b,Transit,0,2,4.57953,0.054,,,,,0.142,,0,1,0,1,19h28m41.07s,292.171121,+40d54m58.7s,40.916306,1078,15.198,Kepler-band,15.16,5852,,0.9,2014-05-14,Kepler
Kepler-370,c,Kepler-370 c,Transit,0,2,19.02293,0.14,,,,,0.17,,0,1,0,1,19h28m41.07s,292.171121,+40d54m58.7s,40.916306,1078,15.198,Kepler-band,15.16,5852,,0.9,2014-05-14,Kepler
Kepler-371,b,Kepler-371 b,Transit,0,2,34.763278,0.2,,,,,0.169,,0,1,0,1,19h29m18.35s,292.326464,+38d39m27.3s,38.657588,603,13.865,Kepler-band,13.798,5666,,0.99,2014-05-14,Kepler
Kepler-371,c,Kepler-371 c,Transit,0,2,67.968015,0.313,,,,,0.159,,0,1,0,1,19h29m18.35s,292.326464,+38d39m27.3s,38.657588,603,13.865,Kepler-band,13.798,5666,,0.99,2014-05-14,Kepler
Kepler-372,b,Kepler-372 b,Transit,0,3,6.849692,0.075,,,,,0.121,,0,1,0,1,19h25m01.49s,291.256195,+49d15m32.2s,49.258953,1378,14.881,Kepler-band,14.834,6509,,1.14,2014-05-14,Kepler
Kepler-372,c,Kepler-372 c,Transit,0,3,20.053763,0.154,,,,,0.186,,0,1,0,1,19h25m01.49s,291.256195,+49d15m32.2s,49.258953,1378,14.881,Kepler-band,14.834,6509,,1.14,2014-05-14,Kepler
Kepler-372,d,Kepler-372 d,Transit,0,3,30.092568,0.201,,,,,0.151,,0,1,0,1,19h25m01.49s,291.256195,+49d15m32.2s,49.258953,1378,14.881,Kepler-band,14.834,6509,,1.14,2014-05-14,Kepler
Kepler-373,b,Kepler-373 b,Transit,0,2,5.535309,0.06,,,,,0.121,,0,1,0,1,19h17m33.12s,289.387993,+50d35m49.4s,50.59705,718,14.514,Kepler-band,14.486,5787,,0.84,2014-05-14,Kepler
Kepler-373,c,Kepler-373 c,Transit,0,2,16.725948,0.126,,,,,0.111,,0,1,0,1,19h17m33.12s,289.387993,+50d35m49.4s,50.59705,718,14.514,Kepler-band,14.486,5787,,0.84,2014-05-14,Kepler
Kepler-374,b,Kepler-374 b,Transit,0,3,1.897806,0.029,,,,,0.092,,0,1,0,1,19h36m33.10s,294.13793,+42d22m13.8s,42.370502,978,14.686,Kepler-band,14.661,5977,,0.91,2014-05-14,Kepler
Kepler-374,c,Kepler-374 c,Transit,0,3,3.282807,0.042,,,,,0.098,,0,1,0,1,19h36m33.10s,294.13793,+42d22m13.8s,42.370502,978,14.686,Kepler-band,14.661,5977,,0.91,2014-05-14,Kepler
Kepler-374,d,Kepler-374 d,Transit,0,3,5.028219,0.056,,,,,0.117,,0,1,0,1,19h36m33.10s,294.13793,+42d22m13.8s,42.370502,978,14.686,Kepler-band,14.661,5977,,0.91,2014-05-14,Kepler
Kepler-375,b,Kepler-375 b,Transit,0,2,12.125934,0.101,,,,,0.129,,0,1,0,1,19h14m28.30s,288.617907,+48d05m54.3s,48.098416,1209,15.699,Kepler-band,15.677,5826,,0.84,2014-05-14,Kepler
Kepler-375,c,Kepler-375 c,Transit,0,2,19.986326,0.141,,,,,0.236,,0,1,0,1,19h14m28.30s,288.617907,+48d05m54.3s,48.098416,1209,15.699,Kepler-band,15.677,5826,,0.84,2014-05-14,Kepler
Kepler-376,b,Kepler-376 b,Transit,0,2,4.920199,0.057,,,,,0.095,,0,1,0,1,19h26m25.72s,291.607165,+38d24m37.4s,38.410386,806,13.776,Kepler-band,13.734,5900,,1.18,2014-05-14,Kepler
Kepler-376,c,Kepler-376 c,Transit,0,2,14.172327,0.115,,,,,0.16,,0,1,0,1,19h26m25.72s,291.607165,+38d24m37.4s,38.410386,806,13.776,Kepler-band,13.734,5900,,1.18,2014-05-14,Kepler
Kepler-377,b,Kepler-377 b,Transit,0,2,12.509529,0.109,,,,,0.124,,0,1,0,1,19h41m41.28s,295.422002,+38d44m08.5s,38.735691,791,13.86,Kepler-band,13.831,5949,,1.22,2014-05-14,Kepler
Kepler-377,c,Kepler-377 c,Transit,0,2,27.014976,0.182,,,,,0.184,,0,1,0,1,19h41m41.28s,295.422002,+38d44m08.5s,38.735691,791,13.86,Kepler-band,13.831,5949,,1.22,2014-05-14,Kepler
Kepler-378,b,Kepler-378 b,Transit,0,2,16.092361,0.112,,,,,0.067,,0,1,0,1,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,155,12.485,Kepler-band,12.455,4661,,0.67,2014-05-14,Kepler
Kepler-378,c,Kepler-378 c,Transit,0,2,28.906009,0.166,,,,,0.062,,0,1,0,1,19h39m47.66s,294.948588,+46d26m19.1s,46.438641,155,12.485,Kepler-band,12.455,4661,,0.67,2014-05-14,Kepler
Kepler-379,b,Kepler-379 b,Transit,0,2,20.09838,0.152,,,,,0.148,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,719,13.358,Kepler-band,13.369,6054,,1.31,2014-05-14,Kepler
Kepler-379,c,Kepler-379 c,Transit,0,2,62.784697,0.326,,,,,0.204,,0,1,0,1,19h42m48.26s,295.701103,+38d56m45.0s,38.945831,719,13.358,Kepler-band,13.369,6054,,1.31,2014-05-14,Kepler
Kepler-38,b,Kepler-38 b,Transit,0,1,105.599,0.4632,0.032,89.442,0.384,Mass,0.384,,0,1,0,0,19h07m19.28s,286.830353,+42d16m45.1s,42.279205,600,13.941,Kepler-band,13.907,5623,0.94,1.75,2014-05-14,Kepler
Kepler-380,b,Kepler-380 b,Transit,0,2,3.930821,0.05,,,,,0.106,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.75914,741,13.652,Kepler-band,13.611,6045,,1.22,2014-05-14,Kepler
Kepler-380,c,Kepler-380 c,Transit,0,2,7.630004,0.078,,,,,0.113,,0,1,0,1,18h49m34.71s,282.394616,+48d45m32.9s,48.75914,741,13.652,Kepler-band,13.611,6045,,1.22,2014-05-14,Kepler
Kepler-381,b,Kepler-381 b,Transit,0,2,5.629021,0.066,,,,,0.088,,0,1,0,1,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,368,10.421,Kepler-band,10.546,6152,,1.57,2014-05-14,Kepler
Kepler-381,c,Kepler-381 c,Transit,0,2,13.391635,0.117,,,,,0.1,,0,1,0,1,19h00m43.87s,285.182787,+43d49m51.9s,43.831089,368,10.421,Kepler-band,10.546,6152,,1.57,2014-05-14,Kepler
Kepler-382,b,Kepler-382 b,Transit,0,2,5.262155,0.055,,,,,0.118,,0,1,0,1,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,684,14.623,Kepler-band,14.666,5600,,0.94,2014-05-14,Kepler
Kepler-382,c,Kepler-382 c,Transit,0,2,12.162701,0.097,,,,,0.142,,0,1,0,1,19h56m32.68s,299.136166,+45d52m11.8s,45.869934,684,14.623,Kepler-band,14.666,5600,,0.94,2014-05-14,Kepler
Kepler-383,b,Kepler-383 b,Transit,0,2,12.904532,0.095,,,,,0.118,,0,1,0,1,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,470,15.07,Kepler-band,15.066,4710,,0.67,2014-05-14,Kepler
Kepler-383,c,Kepler-383 c,Transit,0,2,31.200751,0.172,,,,,0.111,,0,1,0,1,19h25m22.22s,291.342584,+38d21m47.3s,38.363134,470,15.07,Kepler-band,15.066,4710,,0.67,2014-05-14,Kepler
Kepler-384,b,Kepler-384 b,Transit,0,2,22.597053,0.148,,,,,0.1,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,559,13.584,Kepler-band,13.554,5577,,0.88,2014-05-14,Kepler
Kepler-384,c,Kepler-384 c,Transit,0,2,45.348269,0.236,,,,,0.101,,0,1,0,1,19h04m06.27s,286.026112,+44d46m58.3s,44.782871,559,13.584,Kepler-band,13.554,5577,,0.88,2014-05-14,Kepler
Kepler-385,b,Kepler-385 b,Transit,0,2,10.043686,0.097,,,,,0.244,,0,1,0,1,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,1550,15.212,Kepler-band,15.192,6326,,1.13,2014-05-14,Kepler
Kepler-385,c,Kepler-385 c,Transit,0,2,15.163161,0.127,,,,,0.271,,0,1,0,1,19h37m21.24s,294.338483,+50d20m11.6s,50.336544,1550,15.212,Kepler-band,15.192,6326,,1.13,2014-05-14,Kepler
Kepler-386,b,Kepler-386 b,Transit,0,2,12.31043,0.096,,,,,0.124,,0,1,0,1,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,847,15.629,Kepler-band,15.617,5178,,0.77,2014-05-14,Kepler
Kepler-386,c,Kepler-386 c,Transit,0,2,25.193458,0.155,,,,,0.141,,0,1,0,1,19h19m26.13s,289.858871,+48d41m37.9s,48.693855,847,15.629,Kepler-band,15.617,5178,,0.77,2014-05-14,Kepler
Kepler-387,b,Kepler-387 b,Transit,0,2,6.791636,0.068,,,,,0.092,,0,1,0,1,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,714,13.987,Kepler-band,13.935,5774,,1.05,2014-05-14,Kepler
Kepler-387,c,Kepler-387 c,Transit,0,2,11.837549,0.098,,,,,0.079,,0,1,0,1,19h11m11.56s,287.798184,+45d39m24.2s,45.656715,714,13.987,Kepler-band,13.935,5774,,1.05,2014-05-14,Kepler
Kepler-388,b,Kepler-388 b,Transit,0,2,3.173315,0.036,,,,,0.072,,0,1,0,1,18h59m18.73s,284.828038,+44d36m31.4s,44.60873,425,14.993,Kepler-band,15.002,4498,,0.59,2014-05-14,Kepler
Kepler-388,c,Kepler-388 c,Transit,0,2,13.297004,0.093,,,,,0.077,,0,1,0,1,18h59m18.73s,284.828038,+44d36m31.4s,44.60873,425,14.993,Kepler-band,15.002,4498,,0.59,2014-05-14,Kepler
Kepler-389,b,Kepler-389 b,Transit,0,2,3.244107,0.041,,,,,0.135,,0,1,0,1,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,977,15.77,Kepler-band,15.749,5376,,0.79,2014-05-14,Kepler
Kepler-389,c,Kepler-389 c,Transit,0,2,14.51143,0.11,,,,,0.13,,0,1,0,1,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,977,15.77,Kepler-band,15.749,5376,,0.79,2014-05-14,Kepler
Kepler-39,b,Kepler-39 b,Transit,0,1,21.08721,0.164,0.112,89.07,20.1,Mass,1.24,13,0,1,0,1,19h47m50.46s,296.960265,+46d02m03.5s,46.034298,1200,14.46,V (Johnson),14.262,6350,1.29,1.4,2015-01-29,Kepler
Kepler-390,b,Kepler-390 b,Transit,0,2,6.738088,0.065,,,,,0.073,,0,1,0,1,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,435,13.942,Kepler-band,13.922,5166,,0.78,2014-05-14,Kepler
Kepler-390,c,Kepler-390 c,Transit,0,2,13.060022,0.101,,,,,0.07,,0,1,0,1,19h26m30.91s,291.628777,+41d12m31.0s,41.208603,435,13.942,Kepler-band,13.922,5166,,0.78,2014-05-14,Kepler
Kepler-391,b,Kepler-391 b,Transit,0,2,7.416755,0.082,,,,,0.285,,0,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,1064,13.007,Kepler-band,12.984,4940,,3.57,2014-05-14,Kepler
Kepler-391,c,Kepler-391 c,Transit,0,2,20.485435,0.161,,,,,0.316,,0,1,0,1,19h22m29.24s,290.621815,+51d03m26.3s,51.057304,1064,13.007,Kepler-band,12.984,4940,,3.57,2014-05-14,Kepler
Kepler-392,b,Kepler-392 b,Transit,0,2,5.341853,0.059,,,,,0.089,,0,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,673,13.455,Kepler-band,13.422,5938,,1.13,2014-05-14,Kepler
Kepler-392,c,Kepler-392 c,Transit,0,2,10.423118,0.093,,,,,0.098,,0,1,0,1,19h14m38.58s,288.660765,+43d22m05.1s,43.368084,673,13.455,Kepler-band,13.422,5938,,1.13,2014-05-14,Kepler
Kepler-393,b,Kepler-393 b,Transit,0,2,9.182417,0.091,,,,,0.115,,0,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,789,13.223,Kepler-band,13.178,6189,,1.38,2014-05-14,Kepler
Kepler-393,c,Kepler-393 c,Transit,0,2,14.613612,0.124,,,,,0.119,,0,1,0,1,19h23m58.86s,290.995257,+45d11m32.0s,45.192215,789,13.223,Kepler-band,13.178,6189,,1.38,2014-05-14,Kepler
Kepler-394,b,Kepler-394 b,Transit,0,2,8.005013,0.083,,,,,0.143,,0,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1297,14.79,Kepler-band,14.77,6402,,1.13,2014-05-14,Kepler
Kepler-394,c,Kepler-394 c,Transit,0,2,12.130686,0.11,,,,,0.148,,0,1,0,1,19h45m12.47s,296.301953,+50d40m20.3s,50.672318,1297,14.79,Kepler-band,14.77,6402,,1.13,2014-05-14,Kepler
Kepler-395,b,Kepler-395 b,Transit,0,2,7.054346,0.061,,,,,0.092,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,360,15.987,Kepler-band,15.958,4262,,0.56,2014-05-14,Kepler
Kepler-395,c,Kepler-395 c,Transit,0,2,34.989262,0.177,,,,,0.118,,0,1,0,1,19h34m02.66s,293.511099,+45d08m11.8s,45.136598,360,15.987,Kepler-band,15.958,4262,,0.56,2014-05-14,Kepler
Kepler-396,b,Kepler-396 b,Transit,0,2,42.994,,,,0.238,Mass,0.312,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,233,11.921,Kepler-band,11.829,5384,,1.17,2014-05-14,Kepler
Kepler-396,c,Kepler-396 c,Transit,0,2,88.505,,,,0.056,Mass,0.473,,1,1,0,1,19h44m31.88s,296.132818,+48d58m38.6s,48.977402,233,11.921,Kepler-band,11.829,5384,,1.17,2014-05-14,Kepler
Kepler-397,b,Kepler-397 b,Transit,0,2,22.250949,0.144,,,,,0.219,,0,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969,15.996,Kepler-band,,5307,,0.77,2014-05-14,Kepler
Kepler-397,c,Kepler-397 c,Transit,0,2,135.498527,0.48,,,,,0.551,,1,1,0,1,19h43m34.59s,295.894109,+42d22m49.6s,42.380451,969,15.996,Kepler-band,,5307,,0.77,2014-05-14,Kepler
Kepler-398,b,Kepler-398 b,Transit,0,3,4.081423,0.044,,,,,0.083,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,185,13.256,Kepler-band,13.235,4493,,0.61,2014-05-14,Kepler
Kepler-398,c,Kepler-398 c,Transit,0,3,11.419412,0.087,,,,,0.09,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,185,13.256,Kepler-band,13.235,4493,,0.61,2014-05-14,Kepler
Kepler-398,d,Kepler-398 d,Transit,0,3,6.83437001,,,,,,0.079,,0,1,0,1,19h25m52.48s,291.468662,+40d20m37.9s,40.343853,185,13.256,Kepler-band,13.235,4493,,0.61,2016-05-10,Kepler
Kepler-399,b,Kepler-399 b,Transit,0,3,14.425281,0.103,,,,,0.086,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,699,14.467,Kepler-band,14.528,5502,,0.68,2014-05-14,Kepler
Kepler-399,c,Kepler-399 c,Transit,0,3,26.67569,0.155,,,,,0.128,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,699,14.467,Kepler-band,14.528,5502,,0.68,2014-05-14,Kepler
Kepler-399,d,Kepler-399 d,Transit,0,3,58.034616,0.261,,,,,0.169,,0,1,0,1,19h58m00.42s,299.501738,+40d40m14.9s,40.670806,699,14.467,Kepler-band,14.528,5502,,0.68,2014-05-14,Kepler
Kepler-4,b,Kepler-4 b,Transit,0,1,3.21346,0.0456,0,89.76,0.077,Mass,0.357,1.91,0,1,0,1,19h02m27.68s,285.615322,+50d08m08.7s,50.135754,550,12.7,V (Johnson),12.158,5857,1.22,1.49,2014-05-14,Kepler
Kepler-40,b,Kepler-40 b,Transit,0,1,6.87349,0.08,0,89.7,2.2,Mass,1.17,1.68,0,1,0,1,19h47m15.29s,296.81369,+47d31m35.8s,47.526608,2700,14.588,Kepler-band,14.559,6510,1.48,2.13,2014-05-14,Kepler
Kepler-400,b,Kepler-400 b,Transit,0,2,9.024389,0.087,,,,,0.147,,0,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709,13.642,Kepler-band,13.84,5886,,1.15,2014-05-14,Kepler
Kepler-400,c,Kepler-400 c,Transit,0,2,17.340824,0.134,,,,,0.133,,0,1,0,1,19h23m46.68s,290.944481,+40d28m48.1s,40.480035,709,13.642,Kepler-band,13.84,5886,,1.15,2014-05-14,Kepler
Kepler-401,b,Kepler-401 b,Transit,0,3,14.383035,0.122,,,,,0.153,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,739,13.312,Kepler-band,13.287,6117,,1.33,2014-05-14,Kepler
Kepler-401,c,Kepler-401 c,Transit,0,3,47.318218,0.269,,,,,0.192,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,739,13.312,Kepler-band,13.287,6117,,1.33,2014-05-14,Kepler
Kepler-401,d,Kepler-401 d,Transit,0,3,184.256405,,,,,,0.203,,0,1,0,1,19h20m19.86s,290.082749,+50d51m48.5s,50.863483,739,13.312,Kepler-band,13.287,6117,,1.33,2016-05-10,Kepler
Kepler-402,b,Kepler-402 b,Transit,0,4,4.028751,0.051,,,,,0.109,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.35461,720,13.268,Kepler-band,13.192,6090,,1.26,2014-05-14,Kepler
Kepler-402,c,Kepler-402 c,Transit,0,4,6.124821,0.068,,,,,0.139,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.35461,720,13.268,Kepler-band,13.192,6090,,1.26,2014-05-14,Kepler
Kepler-402,d,Kepler-402 d,Transit,0,4,8.921099,0.087,,,,,0.123,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.35461,720,13.268,Kepler-band,13.192,6090,,1.26,2014-05-14,Kepler
Kepler-402,e,Kepler-402 e,Transit,0,4,11.242861,0.102,,,,,0.13,,0,1,0,1,19h13m28.85s,288.370225,+43d21m16.6s,43.35461,720,13.268,Kepler-band,13.192,6090,,1.26,2014-05-14,Kepler
Kepler-403,b,Kepler-403 b,Transit,0,3,7.031462,0.076,,,,,0.112,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.74456,671,12.805,Kepler-band,12.76,6090,,1.33,2014-05-14,Kepler
Kepler-403,c,Kepler-403 c,Transit,0,3,54.280749,0.297,,,,,0.156,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.74456,671,12.805,Kepler-band,12.76,6090,,1.33,2014-05-14,Kepler
Kepler-403,d,Kepler-403 d,Transit,0,3,13.61159129,,,,,,0.127,,0,1,0,1,19h19m41.15s,289.921461,+46d44m40.4s,46.74456,671,12.805,Kepler-band,12.76,6090,,1.33,2016-05-10,Kepler
Kepler-404,b,Kepler-404 b,Transit,0,2,11.829851,0.102,,,,,0.113,,0,1,0,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,812.43,15.228,Kepler-band,15.191,5654,,0.88,2014-05-14,Kepler
Kepler-404,c,Kepler-404 c,Transit,0,2,14.751166,0.118,,,,,0.153,,0,1,0,0,19h05m35.67s,286.398631,+45d20m36.7s,45.343533,812.43,15.228,Kepler-band,15.191,5654,,0.88,2014-05-14,Kepler
Kepler-405,b,Kepler-405 b,Transit,0,2,10.613839,0.095,,,,,0.186,,0,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.34003,1226,15.855,Kepler-band,15.802,5818,,0.89,2014-05-14,Kepler
Kepler-405,c,Kepler-405 c,Transit,0,2,29.726682,0.188,,,,,0.416,,1,1,0,1,19h25m38.27s,291.409458,+38d20m24.1s,38.34003,1226,15.855,Kepler-band,15.802,5818,,0.89,2014-05-14,Kepler
Kepler-406,b,Kepler-406 b,Transit,0,2,2.42629,,,,0.02,Mass,0.128,11.82,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,331,12.52,Kepler-band,12.49,5538,1.07,1.07,2014-05-14,Kepler
Kepler-406,c,Kepler-406 c,Transit,0,2,4.62332,,,,0.009,Mass,0.076,24.39,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,331,12.52,Kepler-band,12.49,5538,1.07,1.07,2014-05-14,Kepler
Kepler-407,b,Kepler-407 b,Transit,0,2,0.66931,,,,0.01007,Mass,0.095,,0,1,0,1,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,338.29,12.521,Kepler-band,12.507,5476,1,1.01,2016-10-13,Kepler
Kepler-407,c,Kepler-407 c,Radial Velocity,0,2,3000,,,,12.6,Mass,,,0,1,0,0,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,338.29,12.521,Kepler-band,12.507,5476,1,1.01,2014-05-14,W. M. Keck Observatory
Kepler-408,b,Kepler-408 b,Transit,0,1,2.46502,,,,0.01573,Mass,0.073,,0,1,0,1,18h59m08.68s,284.786175,+48d25m23.6s,48.423233,89,8.769,Kepler-band,8.699,6104,1.08,1.23,2016-10-13,Kepler
Kepler-409,b,Kepler-409 b,Transit,0,1,68.9584,,,,0.06922,Mass,0.106,,0,1,0,1,19h34m43.01s,293.67919,+46d51m10.0s,46.852764,69,9.439,Kepler-band,9.391,5460,0.92,0.89,2016-10-13,Kepler
Kepler-41,b,Kepler-41 b,Transit,0,1,1.8555582,0.03101,0,82.51,0.56,Mass,1.29,0.33,0,1,0,1,19h38m03.17s,294.513229,+45d58m53.9s,45.981644,770,14.465,Kepler-band,14.413,5750,1.15,1.29,2015-01-29,Kepler
Kepler-410 A,b,Kepler-410 A b,Transit,0,1,17.833648,0.1226,0.17,87.72,,,0.253,,1,1,0,2,18h52m36.17s,283.150698,+45d08m23.4s,45.139832,132,9.5,V (Johnson),9.375,6273,1.21,1.35,2014-05-14,Kepler
Kepler-411,b,Kepler-411 b,Transit,0,2,3.00516,0.038,0,88.27,,,0.168,,0,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153,12.231,Kepler-band,12.233,4974,0.83,0.79,2014-05-14,Kepler
Kepler-411,c,Kepler-411 c,Transit,0,2,7.83442788,,,,,,0.292,,0,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,153,12.231,Kepler-band,12.233,4974,0.83,0.79,2016-05-10,Kepler
Kepler-412,b,Kepler-412 b,Transit,0,1,1.7208604,0.02897,,80.559,0.941,Mass,1.341,0.52,1,1,0,1,19h04m26.48s,286.110327,+43d40m51.4s,43.680958,1056,13.73,V (Johnson),14.249,5750,1.17,1.29,2015-10-15,Kepler
Kepler-413,b,Kepler-413 b,Transit,0,1,66.262,0.3553,0.1181,89.929,0.211,Mass,0.388,3.2,0,1,0,0,19h14m02.55s,288.51062,+51d09m44.9s,51.162472,848.13,15.52,Kepler-band,15.594,4700,0.82,0.78,2014-05-14,Kepler
Kepler-414,b,Kepler-414 b,Transit Timing Variations,0,2,4.7,,,,0.011,Mass,0.153,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,440,13.338,Kepler-band,13.321,,0.89,0.95,2014-05-28,Kepler
Kepler-414,c,Kepler-414 c,Transit Timing Variations,0,2,7.171,,,,0.094,Mass,0.269,,1,1,0,1,19h51m50.78s,297.961566,+48d14m39.7s,48.244362,440,13.338,Kepler-band,13.321,,0.89,0.95,2014-05-28,Kepler
